,acc_ours,acc_yeaz,t1,t2,num_cells1,num_cells2,timediff
1342,1.0,1.0,149,151,27,28,10
1343,1.0,1.0,149,152,27,28,15
1344,1.0,1.0,149,153,27,28,20
1345,1.0,1.0,149,154,27,28,25
1346,1.0,1.0,149,155,27,29,30
1347,1.0,1.0,149,156,27,29,35
1348,1.0,1.0,149,157,27,29,40
1349,1.0,1.0,149,158,27,30,45
1350,1.0,1.0,150,151,27,28,5
1351,1.0,1.0,150,152,27,28,10
1352,1.0,1.0,150,153,27,28,15
1353,1.0,1.0,150,154,27,28,20
1354,1.0,1.0,150,155,27,29,25
1355,1.0,1.0,150,156,27,29,30
1356,1.0,1.0,150,157,27,29,35
1357,1.0,1.0,150,158,27,30,40
1358,1.0,0.997610513739546,150,159,27,31,45
1359,1.0,1.0,151,152,28,28,5
1360,1.0,1.0,151,153,28,28,10
1361,1.0,1.0,151,154,28,28,15
1362,1.0,1.0,151,155,28,29,20
1363,1.0,1.0,151,156,28,29,25
1364,1.0,0.9975369458128078,151,157,28,29,30
1365,0.9976190328598022,0.9976190476190476,151,158,28,30,35
1366,0.9976958632469177,0.9953917050691244,151,159,28,31,40
1367,0.9976958632469177,0.9953917050691244,151,160,28,31,45
1368,1.0,1.0,152,153,28,28,5
1369,1.0,1.0,152,154,28,28,10
1370,1.0,1.0,152,155,28,29,15
1371,1.0,1.0,152,156,28,29,20
1372,0.9975369572639465,0.9975369458128078,152,157,28,29,25
1373,0.9976190328598022,0.9976190476190476,152,158,28,30,30
1374,0.9976958632469177,0.9953917050691244,152,159,28,31,35
1375,0.9976958632469177,0.9953917050691244,152,160,28,31,40
1376,0.9976958632469177,0.9953917050691244,152,161,28,31,45
1377,1.0,1.0,153,154,28,28,5
1378,1.0,1.0,153,155,28,29,10
1379,1.0,1.0,153,156,28,29,15
1380,1.0,0.9975369458128078,153,157,28,29,20
1381,0.9976190328598022,0.9976190476190476,153,158,28,30,25
1382,0.9976958632469177,0.9953917050691244,153,159,28,31,30
1383,0.9976958632469177,0.9953917050691244,153,160,28,31,35
1384,0.9976958632469177,0.9953917050691244,153,161,28,31,40
1385,0.9956709742546082,0.9956709956709957,153,162,28,33,45
1386,1.0,1.0,154,155,28,29,5
1387,1.0,1.0,154,156,28,29,10
1388,1.0,0.9975369458128078,154,157,28,29,15
1389,0.9976190328598022,0.9976190476190476,154,158,28,30,20
1390,0.9976958632469177,0.9953917050691244,154,159,28,31,25
1391,0.9953917264938354,0.9953917050691244,154,160,28,31,30
1392,0.9953917264938354,0.9953917050691244,154,161,28,31,35
1393,0.9956709742546082,0.9956709956709957,154,162,28,33,40
1394,0.9956709742546082,0.9956709956709957,154,163,28,33,45
1395,1.0,1.0,155,156,29,29,5
1396,1.0,1.0,155,157,29,29,10
1397,0.9977011680603027,1.0,155,158,29,30,15
1398,0.9977753162384033,0.9977753058954394,155,159,29,31,20
1399,0.9977753162384033,0.9977753058954394,155,160,29,31,25
1400,0.9977753162384033,0.9977753058954394,155,161,29,31,30
1401,0.9958202838897705,0.9958202716823407,155,162,29,33,35
1402,0.9958202838897705,0.9958202716823407,155,163,29,33,40
1403,0.9898580312728882,0.9878296146044625,155,164,29,34,45
1404,1.0,1.0,156,157,29,29,5
1405,0.9977011680603027,1.0,156,158,29,30,10
1406,0.9955506324768066,0.9977753058954394,156,159,29,31,15
1407,0.9977753162384033,0.9977753058954394,156,160,29,31,20
1408,0.9977753162384033,0.9977753058954394,156,161,29,31,25
1409,0.9958202838897705,0.9958202716823407,156,162,29,33,30
1410,0.9958202838897705,0.9958202716823407,156,163,29,33,35
1411,0.9959431886672974,0.9918864097363083,156,164,29,34,40
1412,0.9918864369392395,0.9878296146044625,156,165,29,34,45
1413,1.0,1.0,157,158,29,30,5
1414,0.9977753162384033,0.9977753058954394,157,159,29,31,10
1415,0.9977753162384033,0.9977753058954394,157,160,29,31,15
1416,0.9977753162384033,0.9977753058954394,157,161,29,31,20
1417,0.9979101419448853,0.9979101358411703,157,162,29,33,25
1418,0.9979101419448853,0.9979101358411703,157,163,29,33,30
1419,0.9979715943336487,0.9959432048681541,157,164,29,34,35
1420,0.993914783000946,0.9959432048681541,157,165,29,34,40
1421,0.9940886497497559,0.9921182266009853,157,166,29,35,45
1422,1.0,1.0,158,159,30,31,5
1423,1.0,0.9935483870967742,158,160,30,31,10
1424,1.0,0.9956989247311828,158,161,30,31,15
1425,0.9979798197746277,0.997979797979798,158,162,30,33,20
1426,0.9979798197746277,0.997979797979798,158,163,30,33,25
1427,0.998039186000824,0.996078431372549,158,164,30,34,30
1428,0.998039186000824,0.9921568627450981,158,165,30,34,35
1429,0.9942857027053833,0.9923809523809524,158,166,30,35,40
1430,0.9923809766769409,0.9923809523809524,158,167,30,35,45
1431,1.0,1.0,159,160,31,31,5
1432,1.0,1.0,159,161,31,31,10
1433,1.0,1.0,159,162,31,33,15
1434,1.0,1.0,159,163,31,33,20
1435,1.0,0.9924098671726755,159,164,31,34,25
1436,1.0,0.9924098671726755,159,165,31,34,30
1437,1.0,0.9981566820276497,159,166,31,35,35
1438,0.9981566667556763,0.9944700460829493,159,167,31,35,40
1439,0.9981566667556763,0.9944700460829493,159,168,31,35,45
1440,1.0,1.0,160,161,31,31,5
1441,1.0,1.0,160,162,31,33,10
1442,1.0,1.0,160,163,31,33,15
1443,1.0,0.9924098671726755,160,164,31,34,20
1444,1.0,0.9924098671726755,160,165,31,34,25
1445,1.0,0.9981566820276497,160,166,31,35,30
1446,1.0,0.9944700460829493,160,167,31,35,35
1447,1.0,0.9944700460829493,160,168,31,35,40
1448,0.9964157938957214,0.9946236559139785,160,169,31,36,45
1449,1.0,1.0,161,162,31,33,5
1450,1.0,1.0,161,163,31,33,10
1451,1.0,0.9924098671726755,161,164,31,34,15
1452,1.0,0.9943074003795066,161,165,31,34,20
1453,1.0,0.9981566820276497,161,166,31,35,25
1454,1.0,0.9981566820276497,161,167,31,35,30
1455,1.0,0.9944700460829493,161,168,31,35,35
1456,0.9964157938957214,0.9946236559139785,161,169,31,36,40
1457,0.9964157938957214,0.9946236559139785,161,170,31,36,45
1458,1.0,1.0,162,163,33,33,5
1459,1.0,0.9928698752228164,162,164,33,34,10
1460,1.0,0.9946524064171123,162,165,33,34,15
1461,1.0,0.9982683982683983,162,166,33,35,20
1462,1.0,0.9982683982683983,162,167,33,35,25
1463,1.0,0.9982683982683983,162,168,33,35,30
1464,0.9983165264129639,0.9932659932659933,162,169,33,36,35
1465,0.9983165264129639,0.9932659932659933,162,170,33,36,40
1466,0.9983165264129639,0.9932659932659933,162,171,33,36,45
1467,1.0,0.9928698752228164,163,164,33,34,5
1468,1.0,0.9946524064171123,163,165,33,34,10
1469,1.0,0.9982683982683983,163,166,33,35,15
1470,1.0,0.9982683982683983,163,167,33,35,20
1471,1.0,0.9982683982683983,163,168,33,35,25
1472,1.0,0.9983164983164983,163,169,33,36,30
1473,1.0,0.9983164983164983,163,170,33,36,35
1474,0.9983165264129639,0.9983164983164983,163,171,33,36,40
1475,0.9983165264129639,0.9983164983164983,163,172,33,36,45
1476,1.0,1.0,164,165,34,34,5
1477,1.0,1.0,164,166,34,35,10
1478,1.0,1.0,164,167,34,35,15
1479,1.0,1.0,164,168,34,35,20
1480,1.0,1.0,164,169,34,36,25
1481,1.0,1.0,164,170,34,36,30
1482,1.0,1.0,164,171,34,36,35
1483,1.0,0.9967320261437909,164,172,34,36,40
1484,1.0,0.9967320261437909,164,173,34,36,45
1485,1.0,1.0,165,166,34,35,5
1486,1.0,1.0,165,167,34,35,10
1487,1.0,1.0,165,168,34,35,15
1488,1.0,1.0,165,169,34,36,20
1489,1.0,1.0,165,170,34,36,25
1490,1.0,1.0,165,171,34,36,30
1491,1.0,0.9967320261437909,165,172,34,36,35
1492,1.0,0.9967320261437909,165,173,34,36,40
1493,1.0,0.9967320261437909,165,174,34,36,45
1494,1.0,1.0,166,167,35,35,5
1495,1.0,1.0,166,168,35,35,10
1496,1.0,1.0,166,169,35,36,15
1497,1.0,1.0,166,170,35,36,20
1498,1.0,1.0,166,171,35,36,25
1499,1.0,0.9968253968253968,166,172,35,36,30
1500,1.0,0.9968253968253968,166,173,35,36,35
1501,1.0,0.9968253968253968,166,174,35,36,40
1502,1.0,0.9938223938223938,166,175,35,37,45
1503,1.0,1.0,167,168,35,35,5
1504,1.0,1.0,167,169,35,36,10
1505,1.0,1.0,167,170,35,36,15
1506,1.0,1.0,167,171,35,36,20
1507,1.0,0.9968253968253968,167,172,35,36,25
1508,1.0,0.9968253968253968,167,173,35,36,30
1509,1.0,0.9968253968253968,167,174,35,36,35
1510,1.0,0.9969111969111969,167,175,35,37,40
1511,0.9969111680984497,0.9938223938223938,167,176,35,37,45
1512,1.0,1.0,168,169,35,36,5
1513,1.0,1.0,168,170,35,36,10
1514,1.0,1.0,168,171,35,36,15
1515,1.0,0.9968253968253968,168,172,35,36,20
1516,1.0,0.9968253968253968,168,173,35,36,25
1517,1.0,0.9968253968253968,168,174,35,36,30
1518,1.0,0.9969111969111969,168,175,35,37,35
1519,0.9969111680984497,0.9938223938223938,168,176,35,37,40
1520,0.9969111680984497,0.9938223938223938,168,177,35,37,45
1521,1.0,1.0,169,170,36,36,5
1522,1.0,1.0,169,171,36,36,10
1523,1.0,0.9969135802469136,169,172,36,36,15
1524,1.0,0.9969135802469136,169,173,36,36,20
1525,1.0,0.9969135802469136,169,174,36,36,25
1526,1.0,0.996996996996997,169,175,36,37,30
1527,0.9969969987869263,0.993993993993994,169,176,36,37,35
1528,0.9969969987869263,0.993993993993994,169,177,36,37,40
1529,1.0,0.9941520467836257,169,178,36,38,45
1530,1.0,1.0,170,171,36,36,5
1531,1.0,0.9969135802469136,170,172,36,36,10
1532,1.0,0.9969135802469136,170,173,36,36,15
1533,1.0,0.9969135802469136,170,174,36,36,20
1534,1.0,0.996996996996997,170,175,36,37,25
1535,1.0,0.993993993993994,170,176,36,37,30
1536,1.0,0.993993993993994,170,177,36,37,35
1537,1.0,0.9941520467836257,170,178,36,38,40
1538,0.9985380172729492,0.9941520467836257,170,179,36,38,45
1539,1.0,0.9969135802469136,171,172,36,36,5
1540,1.0,0.9969135802469136,171,173,36,36,10
1541,1.0,0.9969135802469136,171,174,36,36,15
1542,1.0,0.996996996996997,171,175,36,37,20
1543,1.0,0.9954954954954955,171,176,36,37,25
1544,1.0,0.993993993993994,171,177,36,37,30
1545,1.0,0.9941520467836257,171,178,36,38,35
1546,1.0,0.9941520467836257,171,179,36,38,40
1547,1.0,1.0,172,173,36,36,5
1548,1.0,1.0,172,174,36,36,10
1549,1.0,1.0,172,175,36,37,15
1550,1.0,0.996996996996997,172,176,36,37,20
1551,1.0,0.996996996996997,172,177,36,37,25
1552,1.0,0.9970760233918129,172,178,36,38,30
1553,1.0,0.9970760233918129,172,179,36,38,35
1554,1.0,1.0,173,174,36,36,5
1555,1.0,1.0,173,175,36,37,10
1556,1.0,0.996996996996997,173,176,36,37,15
1557,1.0,0.996996996996997,173,177,36,37,20
1558,1.0,0.9970760233918129,173,178,36,38,25
1559,1.0,0.9970760233918129,173,179,36,38,30
1560,1.0,1.0,174,175,36,37,5
1561,1.0,0.9984984984984985,174,176,36,37,10
1562,1.0,0.996996996996997,174,177,36,37,15
1563,1.0,0.9970760233918129,174,178,36,38,20
1564,1.0,0.9970760233918129,174,179,36,38,25
1565,1.0,1.0,175,176,37,37,5
1566,1.0,1.0,175,177,37,37,10
1567,1.0,1.0,175,178,37,38,15
1568,1.0,1.0,175,179,37,38,20
1569,1.0,1.0,176,177,37,37,5
1570,1.0,1.0,176,178,37,38,10
1571,1.0,1.0,176,179,37,38,15
1572,1.0,1.0,177,178,37,38,5
1573,1.0,1.0,177,179,37,38,10
1574,1.0,1.0,178,179,38,38,5
